median_house_value,median_income
199861.32258064515,3.2679
418784.1935483871,6.917999999999999
248703.2258064516,5.4622
256477.4193548387,3.4531
131929.03225806452,3.625
144087.09677419355,3.0682
186690.32258064515,4.0357
221119.35483870967,3.5313
445803.5806451613,7.3681
273677.4193548387,4.7083
260664.5483870968,3.825
213822.5806451613,3.3884
152122.5806451613,1.6267
64619.354838709674,1.4712
81719.35483870968,1.75
284400.03225806454,4.4485
227467.74193548388,5.2548
184148.38709677418,3.5469
151680.64516129033,4.6417
74258.06451612903,2.2431
168303.2258064516,4.5432
323945.1612903226,6.0094
474493.87096774194,12.2092
179280.64516129033,4.0
117158.06451612903,3.3553
270190.32258064515,2.9201
319645.22580645164,3.6207
102145.16129032258,2.3365
155596.7741935484,2.84
121587.09677419355,2.0734
214919.35483870967,3.6442
208509.67741935485,4.2731
95829.03225806452,2.0486
141016.12903225806,1.6892
89403.2258064516,2.6842
192122.5806451613,4.8229
153174.1935483871,2.3882
493839.6129032258,15.0001
267277.4193548387,5.6637
202706.4516129032,3.3326
205116.12903225806,2.506
369683.93548387097,3.3702
248470.96774193548,3.5156
174967.74193548388,3.9773
192048.38709677418,2.4286
209977.4193548387,2.5368
83258.06451612903,2.32
475381.3870967742,8.6454
175212.90322580645,3.6583
95816.12903225806,2.0493
199203.2258064516,2.9327
107845.16129032258,2.5122
489439.51612903224,10.3682
198370.96774193548,4.2898
124177.41935483871,1.3291
120183.87096774194,4.1563
213758.06451612903,4.8333
265422.5806451613,4.0439
106093.54838709677,3.4643
340709.77419354836,5.8788
158425.8064516129,3.0833
131703.2258064516,2.7388
124641.93548387097,3.8068
217500.0,5.5601
120887.09677419355,2.9457
341222.8064516129,9.5908
217800.0,4.0625
241974.1935483871,3.1445
198416.12903225806,4.6944
264806.4516129032,3.6797
254958.16129032258,2.7275
91154.83870967742,2.5993
194135.48387096773,2.6957
256858.06451612903,5.8053
189348.38709677418,2.2961
173935.48387096773,3.7292
284841.93548387097,5.2868
258819.35483870967,5.0863
113200.0,2.7857
218545.16129032258,3.6875
229945.16129032258,4.2344
240248.4193548387,4.075
145767.74193548388,2.85
301700.03225806454,4.5179
296258.1935483871,5.9806
123887.09677419355,3.0625
172961.29032258064,2.735
321583.87096774194,6.6458
127987.09677419355,3.1384
102322.58064516129,3.6
238841.93548387097,5.0838
315032.2580645161,4.6366
195364.51612903227,3.1823
455058.5806451613,7.6229
108990.35483870968,2.9965
169209.67741935485,2.8512
271287.0967741936,5.4197
229461.29032258064,3.0862
223629.03225806452,4.9342
225358.06451612903,5.3016
71651.6129032258,1.5603
156067.74193548388,1.3036
404316.2580645161,8.0448
148580.64516129033,4.0
171093.5483870968,2.5221
128445.16129032258,4.0625
147464.51612903227,4.4769
223090.32258064515,5.5456
215467.74193548388,5.038
114387.09677419355,2.3355
113141.93548387097,1.6198
184032.25806451612,5.3638
142354.83870967742,4.3397
105296.7741935484,1.875
127367.74193548386,3.5
288187.1612903226,4.3333
149500.0,2.7661
105154.83870967742,1.6
63232.25806451613,2.0446
192700.0,3.0393
80735.48387096774,1.5739
176629.03225806452,4.5707
167125.8064516129,3.3603
215035.48387096773,2.5806
259877.4193548387,3.5445
125877.41935483871,2.8616
167983.87096774194,3.8073
174767.74193548388,2.7708
240932.25806451612,5.1171
157448.38709677418,2.3375
274538.7419354839,3.0574
104109.67741935483,3.2279
89925.80645161291,2.218
103574.19354838709,3.5962
55667.74193548387,1.7926
296783.87096774194,2.8514
71793.54838709677,1.6854
283841.93548387097,6.4027
275480.6451612903,5.6512
252841.96774193548,2.6402
236038.70967741936,5.5777
150625.8064516129,2.9018
274370.96774193546,5.4386
180287.09677419355,4.8958
76016.12903225806,2.1542
259929.03225806452,3.5875
283816.12903225806,6.4232
217458.06451612903,2.7875
257738.70967741936,5.5196
323954.87096774194,5.0151
245054.87096774194,3.4799
143770.96774193548,3.75
197522.5806451613,5.1098
295635.48387096776,6.8154
409903.4516129032,6.822
188235.48387096773,4.3598
340119.4193548387,7.5
204748.38709677418,3.0083
199816.12903225806,3.1921
70916.12903225806,1.3417
239835.48387096773,2.1484
268606.48387096776,4.9375
149283.87096774194,4.3676
246383.87096774194,4.8667
173390.32258064515,2.181
153219.35483870967,2.0368
213761.29032258064,4.5708
153441.93548387097,3.0417
65929.03225806452,1.7427
195748.4193548387,1.625
209864.5483870968,1.4722
191306.4516129032,2.3182
114080.64516129032,2.3456
231829.03225806452,3.5109
194316.12903225806,2.4207
199709.67741935485,3.5714
195780.64516129033,2.9063
267932.2580645161,6.5412
113216.12903225806,2.5764
202616.12903225806,4.1379
63796.77419354839,1.6429
223658.06451612903,5.64
354871.0,6.1896
271654.8387096774,5.4548
188174.1935483871,5.1811
276361.5483870968,4.6141
401645.32258064515,8.2069
218635.48387096773,4.4595
499181.6129032258,10.9237
232748.38709677418,5.2299
109064.51612903226,2.9135
119700.0,3.3333
244558.06451612903,4.1071
148667.74193548388,3.4871
116177.41935483871,1.8112
144374.1935483871,3.9607
240458.06451612903,3.32
107222.58064516129,2.8684
106600.0,2.64
90603.2258064516,3.5524
152977.4193548387,2.8393
328545.1612903226,3.3882
296913.0,4.7344
214935.48387096773,4.4279
185948.38709677418,4.0488
149506.4516129032,1.9453
221290.35483870967,7.2211
283861.32258064515,6.3699
239206.4516129032,5.752999999999999
262925.8064516129,4.7402
217974.1935483871,3.8056
324222.5806451613,6.5378
50693.54838709677,1.4773
212580.64516129033,3.1629
164800.0,2.7303
163361.29032258064,1.6036
96080.64516129032,4.15
87716.12903225806,2.5495
177267.74193548388,4.0
216783.93548387097,2.625
277241.93548387097,3.3555
337161.29032258067,7.2532
472345.77419354836,8.1596
476029.5483870968,10.7751
141587.09677419355,3.5667
235993.5483870968,3.2112
360448.3870967742,7.1463
182464.51612903227,3.0909
156648.38709677418,2.535
100206.45161290323,2.8519
185551.61290322582,4.2917
83751.6129032258,2.5208
106396.7741935484,2.25
203167.74193548388,3.5859
134941.93548387097,2.8365
59906.45161290323,1.3304
289138.70967741933,6.0783
126609.67741935483,4.7804
91870.96774193548,2.5278
168248.38709677418,1.7463
368864.5806451613,7.5349
93000.0,3.5669999999999997
252541.93548387097,5.084
218474.2258064516,4.6473
140680.64516129033,2.8875
70648.3870967742,1.5625
236593.5483870968,5.3559
152125.8064516129,4.1298
326780.6451612903,2.7587
311216.1935483871,3.5987
68387.09677419355,2.3194
148296.7741935484,2.75
236016.12903225806,2.274
71458.06451612903,2.0903
288535.48387096776,5.9345
257493.5806451613,3.8456
220564.51612903227,4.4091
217935.48387096773,4.7332
287667.9032258064,5.0258
207800.0,2.425
133687.09677419355,2.8523
314138.70967741933,6.0516
258693.5483870968,2.9213
207593.5483870968,3.6389
199145.16129032258,3.654
500001.0,15.0001
249383.87096774194,2.6667
189154.83870967742,4.615
231183.87096774194,5.0477
452797.2580645161,8.496
284783.87096774194,5.2128
314674.1935483871,5.2114
233277.48387096773,3.1607
196016.12903225806,0.8702
70458.06451612903,2.6055
117848.3870967742,1.8977
305354.87096774194,6.5356
154435.48387096773,4.2813
280058.06451612903,4.0217
172767.74193548388,2.8203
77874.19354838709,2.3269
232467.74193548388,5.2227
116806.45161290323,3.9615
213541.93548387097,4.3636
65393.54838709677,2.4375
241251.61290322582,4.2679
284016.12903225806,4.7159
99745.16129032258,2.6458
98064.51612903226,3.332
301158.12903225806,5.3922
227512.90322580645,4.2381
100464.51612903226,0.9889
223325.8064516129,2.3812
80509.67741935483,2.6513
93719.35483870968,2.4028
122083.87096774194,2.8548
211493.5806451613,3.3942
130122.58064516129,2.6165
83525.80645161291,1.9787
235151.61290322582,3.1523
165245.16129032258,2.5372
204341.93548387097,3.4375
195367.74193548388,4.1387
369451.77419354836,8.1611
95861.29032258065,2.1991
220503.2258064516,3.375
134212.90322580645,3.2135
66480.64516129032,1.8385
143403.2258064516,4.05
77435.48387096774,2.3594
199848.38709677418,4.59
223103.2258064516,4.5781
216306.4516129032,3.1004
456806.70967741933,12.3411
146580.64516129033,2.7443
123551.6129032258,3.1312
184454.83870967742,4.8375
103654.83870967742,2.5172
144177.4193548387,3.2031
330693.5483870968,7.0907
427896.96774193546,11.0138
146390.32258064515,2.875
86683.87096774194,1.9206
191067.74193548388,3.2292
325335.51612903224,6.5571
355703.3870967742,7.0808
318016.12903225806,6.187
363893.5483870968,6.6085
208480.64516129033,4.7738
209758.09677419355,5.1589
61309.67741935484,1.3801
55332.25806451613,1.625
197358.06451612903,3.9219
247096.7741935484,4.5
140777.4193548387,3.1848
220448.38709677418,3.9792
145825.8064516129,1.9722
61512.903225806454,1.3646
205800.0,2.5544
142532.25806451612,2.6014
332145.22580645164,5.0762
131961.29032258064,2.7159
230609.70967741936,3.1923
234264.51612903227,4.5714
180867.74193548388,2.6959
185232.25806451612,2.8917
339167.7419354839,6.8695
196122.5806451613,3.3289
212248.38709677418,3.7568
200041.93548387097,2.8701
242200.0,4.8295
319570.96774193546,5.2391
214390.32258064515,4.0846
365442.03225806454,8.5957
254390.32258064515,3.2216
108212.90322580645,2.0742
147322.5806451613,3.7562
258941.93548387097,3.9777
88709.67741935483,2.6981
278551.6451612903,5.6413
90716.12903225806,2.5536
347329.0967741936,6.7082
202074.1935483871,3.8929
87283.87096774194,2.9063
286232.29032258067,5.5329999999999995
186816.12903225806,4.5491
124822.58064516129,2.6985
272019.3870967742,3.6294
84612.90322580645,2.3929
76874.19354838709,2.9208
279996.77419354836,3.1477
134454.83870967742,3.5789
89938.70967741935,3.2639
281161.29032258067,2.2612
157129.03225806452,3.766
448684.1935483871,7.8177
74370.96774193548,2.1833
132180.64516129033,4.0147
176048.38709677418,2.6094
165500.0,2.7026
188316.12903225806,3.0375
169516.12903225806,3.2857
175170.96774193548,3.5562
107158.06451612903,1.9509999999999998
428980.8387096774,6.8336
160309.67741935485,5.0164
268112.9032258064,3.1941
153451.61290322582,3.9583
113461.29032258065,2.9559
212390.32258064515,6.0767
147270.96774193548,3.4426
99000.0,2.4183
344316.22580645164,6.015
227106.48387096773,4.1667
220322.5806451613,4.2009
285222.67741935485,6.0808
352583.87096774194,6.0194
137612.90322580645,2.7218
220764.51612903227,3.9443
164419.35483870967,3.9734
206680.64516129033,2.5668
169593.5806451613,2.7734
163854.83870967742,2.5156
131645.16129032258,4.125
386622.7419354839,4.5398
320887.1935483871,6.2748
81154.83870967742,2.06
249948.38709677418,5.7579
288587.0967741936,6.3236
260409.67741935485,5.7613
89625.80645161291,3.0469
182387.09677419355,3.4509
368938.77419354836,4.9211
61787.096774193546,1.6827
215906.4516129032,2.2264
220964.51612903227,4.6937
201151.61290322582,3.3558
87409.67741935483,2.6941
125519.35483870968,4.1563
213006.4516129032,3.2314
145061.29032258064,3.4107
122445.16129032258,3.1389
123848.3870967742,4.1361
259419.35483870967,3.7206
346322.5806451613,3.5655
144880.64516129033,3.0380000000000003
258980.67741935485,3.2708
251819.35483870967,4.6098
135754.83870967742,1.3448
69158.06451612903,2.125
249035.48387096773,4.6930000000000005
126670.96774193548,3.5802
116522.58064516129,2.7569
166090.32258064515,3.5694
159312.90322580645,2.5682
449732.7419354839,9.5268
140932.25806451612,4.5455
411261.4516129032,7.9606
214487.09677419355,4.9879
298432.2580645161,4.5075
180616.12903225806,3.5885
121032.25806451614,0.6831
73300.0,2.6389
231067.74193548388,4.9125
206267.74193548388,3.8
209874.1935483871,3.9615
58977.41935483871,1.5464
227780.64516129033,3.6412
118764.51612903226,1.625
191803.2258064516,4.25
276483.87096774194,4.7344
166309.67741935485,4.6364
210122.5806451613,2.125
164861.29032258064,2.1518
189529.03225806452,4.2422
101551.6129032258,2.5156
230780.64516129033,4.3409
201851.61290322582,2.9389
204667.74193548388,4.2276
159935.48387096773,4.7877
158735.48387096773,1.6402
287074.1935483871,3.95
163429.03225806452,3.7727
143067.74193548388,4.8187
267438.70967741933,4.3125
265654.8387096774,4.51
410819.6451612903,8.0499
348038.7419354839,6.8976
155561.29032258064,3.7212
200390.32258064515,3.2969
93890.32258064517,1.5872
62464.51612903226,2.1681
148438.70967741936,4.5536
186677.4193548387,3.133
261171.0,3.287
275793.5483870968,4.3
73203.2258064516,2.0357
204603.2258064516,3.2841
500001.0,10.0346
181019.35483870967,2.7121
248112.90322580645,3.5652
144735.48387096773,2.875
156206.4516129032,3.9076
252006.4516129032,5.1508
80216.12903225806,2.5625
130003.2258064516,2.5179
86022.58064516129,2.5469
55035.48387096774,1.2232
202119.35483870967,3.6275
188364.51612903227,2.8512
234825.8064516129,5.1008
154796.7741935484,1.7778
213829.03225806452,3.6625
369609.8387096774,6.6447
117509.67741935483,3.5852
178854.83870967742,3.1875
228448.38709677418,3.5504
256074.2258064516,5.2001
262419.3548387097,4.3452
200019.35483870967,2.3421
250461.29032258064,5.1587
202109.67741935485,4.0238
209806.48387096773,4.1146
305006.4516129032,5.4224
69283.87096774194,1.8264
212358.06451612903,3.5214
75087.09677419355,1.962
194745.16129032258,4.3036
312738.70967741933,4.3909
260448.38709677418,4.526
329996.8387096774,5.6732
233670.96774193548,5.1668
224038.70967741936,3.6705
169303.2258064516,3.7727
176916.12903225806,4.4491
209893.5483870968,4.6607
73183.87096774194,0.8585
329864.51612903224,6.7123
270141.93548387097,4.5521
221348.38709677418,3.94
165796.7741935484,1.9848
267861.29032258067,5.7796
168158.06451612903,5.7373
286367.77419354836,5.4609
167470.96774193548,4.0625
151593.5483870968,2.6161
200790.32258064515,2.6591
77219.35483870968,2.8194
212709.67741935485,3.4013
221929.03225806452,3.0114
195132.25806451612,3.5278
147135.48387096773,4.3836
104854.83870967742,3.2292
78632.25806451614,2.485
335954.8387096774,3.0409
251877.4193548387,5.3096
61735.48387096774,1.1094
211419.35483870967,3.0431
131654.83870967742,5.4868
129832.25806451614,2.588
209038.70967741936,1.705
221645.16129032258,4.9485
121867.74193548386,3.3194
102564.51612903226,2.9187
129325.80645161291,1.8447
168651.61290322582,2.8342
197225.8064516129,2.1767
422571.22580645164,15.0001
262035.48387096773,5.3582
121290.32258064517,2.7083
319961.32258064515,6.0132
206009.67741935485,2.9
274038.7419354839,6.0115
134467.74193548388,1.9265
194732.25806451612,3.055
484084.2580645161,11.1228
74748.3870967742,1.899
166409.67741935485,3.0060000000000002
73851.6129032258,2.3152
111706.45161290323,1.8187
275280.67741935485,5.815
102241.93548387097,3.0
240790.32258064515,4.9125
152561.29032258064,3.9414
65874.19354838709,2.3256
102825.80645161291,2.5714
73606.45161290323,2.0284
130016.12903225806,3.3466
320770.96774193546,6.6264
179093.5483870968,3.7604
310238.70967741933,4.7105
187216.12903225806,3.3724
365558.0967741936,8.1117
206864.51612903227,3.1103
117606.45161290323,3.0549
134661.29032258064,2.5238
214438.70967741936,3.3003
317206.5483870968,3.8839
271493.5483870968,4.0425
110419.35483870968,2.8214
104138.70967741935,1.7546
242625.87096774194,5.5464
228290.32258064515,5.0362
327354.87096774194,5.4273
155119.35483870967,4.2917
228516.12903225806,3.5147
78806.45161290323,3.3462
72487.09677419355,1.9236
152670.96774193548,2.2679
115677.41935483871,2.7011
206025.8064516129,2.8208
288964.51612903224,5.6234
177622.5806451613,2.8261
185564.51612903227,3.2798
195006.48387096773,2.395
129416.12903225806,2.5183
235529.03225806452,5.1097
151754.83870967742,4.8542
133474.1935483871,3.3936
159580.64516129033,3.0345
125509.67741935483,3.0804
97519.35483870968,2.4167
499955.8064516129,11.8442
139925.8064516129,3.8194
486687.96774193546,11.9666
296812.9032258064,6.5987
127270.96774193548,3.071
279300.0,4.1169
194996.7741935484,4.25
185303.2258064516,3.2661
54158.06451612903,1.5069
169758.06451612903,5.5435
274883.87096774194,5.8096
172138.70967741936,3.7368
244887.09677419355,1.8277
196193.5483870968,2.1061
221548.38709677418,3.6761
214325.8064516129,4.0547
284390.32258064515,3.7969
125267.74193548386,3.125
137222.5806451613,2.3824
91329.03225806452,2.7009
283141.93548387097,3.2632
221651.61290322582,3.2333
252461.29032258064,5.1299
278574.1935483871,6.9308
164661.29032258064,2.4375
220677.4193548387,4.375
488052.4516129032,10.0825
160941.93548387097,2.4619999999999997
289316.1612903226,5.697
205390.32258064515,3.95
299783.87096774194,5.2078
90600.0,3.35
98406.45161290323,3.205
188251.61290322582,4.5769
247625.8064516129,5.4617
80700.0,3.1333
171054.83870967742,1.8715
496436.4193548387,10.6796
240048.38709677418,4.0781
182545.16129032258,3.5638
112958.06451612903,2.3036
217958.06451612903,3.5568
358013.0967741936,7.5
156154.83870967742,4.0444
234661.32258064515,4.6172
211171.0,0.8907
264829.03225806454,4.0474
185735.48387096773,4.75
289158.06451612903,5.7819
141909.67741935485,4.1029
240219.35483870967,5.2879
295751.6129032258,3.9205
211070.96774193548,4.3906
479591.06451612903,10.3798
93000.0,2.625
228041.93548387097,4.055
266477.4516129032,6.1023
114893.54838709677,1.6156
196864.5483870968,4.064
103303.2258064516,2.0471
485997.6129032258,11.615
133722.5806451613,2.2119999999999997
224232.25806451612,4.5089
130806.45161290323,4.2941
138770.96774193548,1.8287
191848.38709677418,4.2969
179119.35483870967,4.0792
216845.1935483871,4.8516
222870.96774193548,2.875
414529.1935483871,7.1322
345796.87096774194,6.917000000000001
214048.38709677418,4.2312
290096.8064516129,3.5746
137690.32258064515,3.7315
131780.64516129033,2.9810000000000003
65316.12903225807,2.2132
187141.93548387097,2.9735
197654.83870967742,2.5842
393719.4193548387,8.9257
296670.96774193546,5.5176
99770.96774193548,1.2625
143167.74193548388,1.4565
66141.93548387097,1.56
203874.1935483871,3.3713
211470.96774193548,3.3989999999999996
136635.48387096773,3.5938
206251.61290322582,6.1943
108900.0,2.5156
293074.1935483871,5.3508
172200.0,2.3472
114567.74193548386,2.5580000000000003
146435.48387096773,2.5208
190819.35483870967,2.3715
110480.64516129032,2.5212
97467.74193548386,2.8021
68503.2258064516,2.1553
417993.70967741933,7.7799
84838.70967741935,1.8846
89509.67741935483,1.1765
202058.06451612903,2.9853
160822.5806451613,2.895
96722.58064516129,2.5
403687.2580645161,8.155
103945.16129032258,2.625
171816.12903225806,2.2297
95767.74193548386,2.7857
137441.93548387097,3.2333
107667.74193548386,3.0043
164938.70967741936,2.7348
199035.48387096773,3.0904
99135.48387096774,2.5
145638.70967741936,3.7388
321880.6451612903,7.7752
131990.32258064515,3.0938
336267.87096774194,6.2094
76380.64516129032,2.596
68693.54838709677,1.8242
295625.87096774194,4.5982
148580.64516129033,2.1767
500001.0,15.0001
250290.35483870967,4.5781
173603.2258064516,4.8088
203290.32258064515,2.4286
203854.83870967742,3.4609
85993.54838709677,1.8288
297877.4516129032,6.7159
152651.61290322582,2.0458
200532.25806451612,3.5547
238509.67741935485,4.1125
